nome,grupo_muscular_principal,equipamento,dificuldade,gif_url,publico
Elevacao Bilateral na Maquina,full_body,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/elevacao-bilateral-na-maquina.gif,true
Elevacao Letaral com Haltrers,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/elevacao-letaral-com-haltrers.gif,true
Elevacao Leteral Cruzada no Cross,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/elevacao-leteral-cruzada-no-cross.gif,true
Elevacao Unilateral,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/elevacao-unilateral.gif,true
Elevacao Unilateral Frontal,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/elevacao-unilateral-frontal.gif,true
Elevacao Unilateral no Cross,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/elevacao-unilateral-no-cross.gif,true
Elevacao de Pernas Banco,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/elevacao-de-pernas-banco.gif,true
Elevacao de Pernas Solo,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/elevacao-de-pernas-solo.gif,true
Elevacao do Cotovelo Unilateral,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/elevacao-do-cotovelo-unilateral.gif,true
Enge Klimmzuege Obergriff,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/enge-klimmzuege-obergriff.gif,true
Enrolar,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/enrolar.gif,true
Escalador,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/escalador.gif,true
Escalador Cruzado,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/escalador-cruzado.gif,true
Extensao Apoios,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/extensao-apoios.gif,true
Extensao Unilateral,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/extensao-unilateral.gif,true
Extensao Unilateral no Cabo,full_body,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/extensao-unilateral-no-cabo.gif,true
Extensao de Quadril,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/extensao-de-quadril.gif,true
Extensao de Quadril Banco Romano,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/extensao-de-quadril-banco-romano.gif,true
Extensao de Quadril Elastico,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/extensao-de-quadril-elastico.gif,true
Extensao de Quadril Graviton,full_body,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/extensao-de-quadril-graviton.gif,true
Extensao de Quadril em Pe,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/extensao-de-quadril-em-pe.gif,true
Extensao de Quadril em Pe com Joelhos Flexionados,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/extensao-de-quadril-em-pe-com-joelhos-flexionados.gif,true
Extensao de Quadril em Pe na Polia,full_body,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/extensao-de-quadril-em-pe-na-polia.gif,true
Extensao de Tronco Maquina,full_body,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/extensao-de-tronco-maquina.gif,true
Extensao no Elastico,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/extensao-no-elastico.gif,true
Facepull,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/facepull.gif,true
Fitness Gifs U,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/fitness-gifs-u.gif,true
Flex de Cotovelo Bracos Aberto,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/flex-de-cotovelo-bracos-aberto.gif,true
Flex de Cotovelo Completa,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/flex-de-cotovelo-completa.gif,true
Flex de Cotovelo Declinado,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/flex-de-cotovelo-declinado.gif,true
Flex de Cotovelo Declinado Utilizando o Banco,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/flex-de-cotovelo-declinado-utilizando-o-banco.gif,true
Flex de Cotovelo Fechado,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/flex-de-cotovelo-fechado.gif,true
Flex de Cotovelo Fechado Livre,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/flex-de-cotovelo-fechado-livre.gif,true
Flex de Cotovelo Fechado com Halteres,full_body,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/flex-de-cotovelo-fechado-com-halteres.gif,true
Flex de Joelho em Pe no Cabo Cross,full_body,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/flex-de-joelho-em-pe-no-cabo-cross.gif,true
Flexora Maquina,full_body,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/flexora-maquina.gif,true
Flexora em Pe Unilateral,full_body,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/flexora-em-pe-unilateral.gif,true
Flexora no Cabo,full_body,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/flexora-no-cabo.gif,true
Frog Pump,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/frog-pump.gif,true
Frontal Lateral Invertido,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/frontal-lateral-invertido.gif,true
Hand Grip,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/hand-grip.gif,true
Hiperextensao do Tronco,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/hiperextensao-do-tronco.gif,true
Hiperextensoes sem Dispositivo Banco,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/hiperextensoes-sem-dispositivo-banco.gif,true
Inclinado no Smith,full_body,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/inclinado-no-smith.gif,true
Kick Back,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/kick-back.gif,true
Landmine Press,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/landmine-press.gif,true
Levantamento Tarra com Halteres,full_body,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/levantamento-tarra-com-halteres.gif,true
Levantamento Terrra com Halteres Frente,full_body,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/levantamento-terrra-com-halteres-frente.gif,true
Maquina Adutora,full_body,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/maquina-adutora.gif,true
Mesa Flex,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/mesa-flex.gif,true
Mesa Flex Unilateral,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/mesa-flex-unilateral.gif,true
Press Alto Inclinado,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/press-alto-inclinado.gif,true
Pull Over com Barra,full_body,barra,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/pull-over-com-barra.gif,true
Pull Over na Polia com Corda,full_body,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/pull-over-na-polia-com-corda.gif,true
Pulley Costa Maquina,full_body,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/pulley-costa-maquina.gif,true
Pulley Costa Unilateral,full_body,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/pulley-costa-unilateral.gif,true
Pulley Frente Pegaga Fechda Pronada,full_body,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/pulley-frente-pegaga-fechda-pronada.gif,true
Pulley Frente pegada Supinada,full_body,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/pulley-frente-pegada-supinada.gif,true
Pulley pegada Aberta,full_body,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/pulley-pegada-aberta.gif,true
Pulley pegada Aberta Atras da Nuca,full_body,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/pulley-pegada-aberta-atras-da-nuca.gif,true
Pulley pegada Aberta Pronada,full_body,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/pulley-pegada-aberta-pronada.gif,true
Push Press,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/push-press.gif,true
Recuo,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/recuo.gif,true
Remanda Alta com Barra,full_body,barra,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remanda-alta-com-barra.gif,true
Remanda Curvada Barra,full_body,barra,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remanda-curvada-barra.gif,true
Remanda Unil com Apoio Banco,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/remanda-unil-com-apoio-banco.gif,true
Retrocesso com Barra,full_body,barra,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/retrocesso-com-barra.gif,true
Retrocesso com Halteres,full_body,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/retrocesso-com-halteres.gif,true
Reverse Hyperextension,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/reverse-hyperextension.gif,true
Rolinho Completo,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/rolinho-completo.gif,true
Rotacao Externa,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/rotacao-externa.gif,true
Rotacao Interna,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/rotacao-interna.gif,true
Rotacao de Tronco Diagonal Baixa,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/rotacao-de-tronco-diagonal-baixa.gif,true
Seitlicher Ausfallschritt Mit Langhantel,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/seitlicher-ausfallschritt-mit-langhantel.gif,true
Soleo,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/soleo.gif,true
Superman,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/superman.gif,true
Supindo Reto Barra,full_body,barra,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/supindo-reto-barra.gif,true
Tiefe Langhantel Kniebeuge,full_body,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/tiefe-langhantel-kniebeuge.gif,true
Abducao Maquina,gluteos,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/abducao-maquina.gif,true
Abducao de Quadril em Pe,gluteos,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/abducao-de-quadril-em-pe.gif,true
Abducao no Cabo,gluteos,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/abducao-no-cabo.gif,true
Barbell Hip Thrust,gluteos,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/barbell-hip-thrust.gif,true
Bodyweight Hip Thrust,gluteos,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/bodyweight-hip-thrust.gif,true
Cable Kickback,gluteos,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/cable-kickback.gif,true
Cable Tricep Kickback,gluteos,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/cable-tricep-kickback.gif,true
Dumbbell Tricep Kickback,gluteos,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/dumbbell-tricep-kickback.gif,true
Elevacao Pelvica,gluteos,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/elevacao-pelvica.gif,true
Elevacao Pelvica Apoio Unilateral,gluteos,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/elevacao-pelvica-apoio-unilateral.gif,true
Elevacao Pelvica Livre,gluteos,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/elevacao-pelvica-livre.gif,true
Elevacao Pelvica Pes Elevados,gluteos,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/elevacao-pelvica-pes-elevados.gif,true
Elevacao Pelvica Unilateral,gluteos,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/elevacao-pelvica-unilateral.gif,true
Extensao Gluteo no Cabo,gluteos,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/extensao-gluteo-no-cabo.gif,true
Glute Bridge,gluteos,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/glute-bridge.gif,true
Gluteo Apoios Maquina,gluteos,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/gluteo-apoios-maquina.gif,true
Gluteo Maquina,gluteos,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/gluteo-maquina.gif,true
Gluteos no Banco,gluteos,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/gluteos-no-banco.gif,true
Heel Elevated Hip Thrust,gluteos,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/heel-elevated-hip-thrust.gif,true
Hip Thrust,gluteos,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/hip-thrust.gif,true
Hip Thrust Smith,gluteos,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/hip-thrust-smith.gif,true
Single Leg Glute Bridge,gluteos,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/single-leg-glute-bridge.gif,true
Single Leg Hip Thrust Muscles,gluteos,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/single-leg-hip-thrust-muscles.gif,true
Straight Leg Glute Bridge,gluteos,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/straight-leg-glute-bridge.gif,true
Triceps Coice com Halteres,gluteos,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-coice-com-halteres.gif,true
Triceps Coice no Cabo,gluteos,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-coice-no-cabo.gif,true
Triceps com Coice com Halteres,gluteos,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-com-coice-com-halteres.gif,true
Arnolda Press,ombros,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/arnolda-press.gif,true
Cable Face Pull,ombros,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/cable-face-pull.gif,true
Cable Rear Delt Fly,ombros,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/cable-rear-delt-fly.gif,true
Crucifixo Inverso,ombros,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/crucifixo-inverso.gif,true
Crucifixo Inverso no Banco Inclinado,ombros,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/crucifixo-inverso-no-banco-inclinado.gif,true
Crucifixo Inverso no Cross em Pe,ombros,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/crucifixo-inverso-no-cross-em-pe.gif,true
Crucifixo Inverso no Cross no Banco Reto,ombros,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/crucifixo-inverso-no-cross-no-banco-reto.gif,true
Crucifixo Invertido Cabo,ombros,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/crucifixo-invertido-cabo.gif,true
Crucifixo Invertido Elastico,ombros,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/crucifixo-invertido-elastico.gif,true
Crucifixo Invertido Polia Baixa,ombros,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/crucifixo-invertido-polia-baixa.gif,true
Crucifixo Invertido com Halter,ombros,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/crucifixo-invertido-com-halter.gif,true
Crucifixo Invertido com Halteres,ombros,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/crucifixo-invertido-com-halteres.gif,true
Crucifixo Invertido na Maqina,ombros,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/crucifixo-invertido-na-maqina.gif,true
Desenvolvimento,ombros,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/desenvolvimento.gif,true
Desenvolvimento Barra Atras da Nuca,ombros,barra,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/desenvolvimento-barra-atras-da-nuca.gif,true
Desenvolvimento Barra Sentado Atras Nuca,ombros,barra,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/desenvolvimento-barra-sentado-atras-nuca.gif,true
Desenvolvimento Cabo Cross,ombros,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/desenvolvimento-cabo-cross.gif,true
Desenvolvimento Maquina,ombros,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/desenvolvimento-maquina.gif,true
Desenvolvimento Nuca,ombros,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/desenvolvimento-nuca.gif,true
Desenvolvimento Por Tras com Barra,ombros,barra,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/desenvolvimento-por-tras-com-barra.gif,true
Desenvolvimento Sentado Smith,ombros,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/desenvolvimento-sentado-smith.gif,true
Desenvolvimento Sentado com Halteres,ombros,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/desenvolvimento-sentado-com-halteres.gif,true
Desenvolvimento Smith,ombros,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/desenvolvimento-smith.gif,true
Desenvolvimento Unilateral,ombros,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/desenvolvimento-unilateral.gif,true
Desenvolvimento com Barra,ombros,barra,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/desenvolvimento-com-barra.gif,true
Desenvolvimento com Barra Sentado,ombros,barra,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/desenvolvimento-com-barra-sentado.gif,true
Desenvolvimento com Halteres,ombros,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/desenvolvimento-com-halteres.gif,true
Desenvolvimento com Rotacao,ombros,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/desenvolvimento-com-rotacao.gif,true
Desenvolvimento na Barra,ombros,barra,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/desenvolvimento-na-barra.gif,true
Desenvolvimento no Cabo,ombros,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/desenvolvimento-no-cabo.gif,true
Desenvolvimento no Smith,ombros,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/desenvolvimento-no-smith.gif,true
Desenvolvimento no Smith Barra na Nuca,ombros,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/desenvolvimento-no-smith-barra-na-nuca.gif,true
Dumbbell Face Pull,ombros,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/dumbbell-face-pull.gif,true
Elevacao Frontal Cabo,ombros,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/elevacao-frontal-cabo.gif,true
Elevacao Frontal Crossover,ombros,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/elevacao-frontal-crossover.gif,true
Elevacao Frontal Diagonal,ombros,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/elevacao-frontal-diagonal.gif,true
Elevacao Frontal Inclinado,ombros,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/elevacao-frontal-inclinado.gif,true
Elevacao Frontal Mao Juntas,ombros,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/elevacao-frontal-mao-juntas.gif,true
Elevacao Frontal Sentado,ombros,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/elevacao-frontal-sentado.gif,true
Elevacao Frontal Unilateral,ombros,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/elevacao-frontal-unilateral.gif,true
Elevacao Frontal com Barra,ombros,barra,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/elevacao-frontal-com-barra.gif,true
