nome,grupo_muscular_principal,equipamento,dificuldade,gif_url,publico
Agachamento Apoio Bola,quadriceps,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/agachamento-apoio-bola.gif,true
Agachamento Barra,quadriceps,barra,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/agachamento-barra.gif,true
Agachamento Bulgaro,quadriceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/agachamento-bulgaro.gif,true
Agachamento Bulgaro com Barra,quadriceps,barra,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/agachamento-bulgaro-com-barra.gif,true
Agachamento Frontal,quadriceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/agachamento-frontal.gif,true
Agachamento Hack,quadriceps,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/agachamento-hack.gif,true
Agachamento Livre Pes Juntos,quadriceps,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/agachamento-livre-pes-juntos.gif,true
Agachamento Livre com Barra,quadriceps,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/agachamento-livre-com-barra.gif,true
Agachamento Pes Afastados,quadriceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/agachamento-pes-afastados.gif,true
Agachamento Sumo,quadriceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/agachamento-sumo.gif,true
Agachamento Sumo Barra,quadriceps,barra,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/agachamento-sumo-barra.gif,true
Agachamento Sumo Livre,quadriceps,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/agachamento-sumo-livre.gif,true
Agachamento Sumo Peso Corporal,quadriceps,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/agachamento-sumo-peso-corporal.gif,true
Agachamento Sumo com Halter,quadriceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/agachamento-sumo-com-halter.gif,true
Agachamento Sumo com Halteres,quadriceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/agachamento-sumo-com-halteres.gif,true
Agachamento Terra com Halteres do Lado,quadriceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/agachamento-terra-com-halteres-do-lado.gif,true
Agachamento com Cabo,quadriceps,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/agachamento-com-cabo.gif,true
Agachamento com Halteres com Uma Perna,quadriceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/agachamento-com-halteres-com-uma-perna.gif,true
Agachamento com Salto,quadriceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/agachamento-com-salto.gif,true
Agachamento na Maquina,quadriceps,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/agachamento-na-maquina.gif,true
Agachamento no Banco,quadriceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/agachamento-no-banco.gif,true
Agachamento no Cross,quadriceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/agachamento-no-cross.gif,true
Agachmento Sumo,quadriceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/agachmento-sumo.gif,true
Agachmento Sumo com Halter,quadriceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/agachmento-sumo-com-halter.gif,true
Avanco,quadriceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/avanco.gif,true
Avanco com Barra,quadriceps,barra,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/avanco-com-barra.gif,true
Bulgaro com Barra,quadriceps,barra,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/bulgaro-com-barra.gif,true
Bulgaro com Halteres,quadriceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/bulgaro-com-halteres.gif,true
Cable Step Up,quadriceps,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/cable-step-up.gif,true
Cadeira Extensora,quadriceps,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/cadeira-extensora.gif,true
Cadeira Extensora Unilateral,quadriceps,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/cadeira-extensora-unilateral.gif,true
Front Squat,quadriceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/front-squat.gif,true
Leg Press,quadriceps,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/leg-press.gif,true
Leg Press Horizontal,quadriceps,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/leg-press-horizontal.gif,true
Leg Press Pes Afastados,quadriceps,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/leg-press-pes-afastados.gif,true
Leg Press Unilateral,quadriceps,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/leg-press-unilateral.gif,true
Panturrinha no Leg Press,quadriceps,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/panturrinha-no-leg-press.gif,true
Passada a Frente com Barra,quadriceps,barra,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/passada-a-frente-com-barra.gif,true
Passada a Frente com Halteres,quadriceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/passada-a-frente-com-halteres.gif,true
Passada com Halteres,quadriceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/passada-com-halteres.gif,true
Passada para Tras com Barra,quadriceps,barra,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/passada-para-tras-com-barra.gif,true
Passadas com Halteres,quadriceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/passadas-com-halteres.gif,true
Pistol,quadriceps,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/pistol.gif,true
Step Up,quadriceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/step-up.gif,true
Terra Sumo,quadriceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/terra-sumo.gif,true
Triceps Afundo no Banco,quadriceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-afundo-no-banco.gif,true
Encolhimento,trapezio,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/encolhimento.gif,true
Encolhimento Barra,trapezio,barra,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/encolhimento-barra.gif,true
Encolhimento Barra Atras,trapezio,barra,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/encolhimento-barra-atras.gif,true
Encolhimento Livre com Halteres,trapezio,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/encolhimento-livre-com-halteres.gif,true
Encolhimento Maquina,trapezio,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/encolhimento-maquina.gif,true
Encolhimento Sentado no Banco Inlinado com Halteres,trapezio,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/encolhimento-sentado-no-banco-inlinado-com-halteres.gif,true
Encolhimento Sentado no Banco com Halteres,trapezio,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/encolhimento-sentado-no-banco-com-halteres.gif,true
Encolhimento com Halteres,trapezio,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/encolhimento-com-halteres.gif,true
Encolhimento na Barra Livre,trapezio,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/encolhimento-na-barra-livre.gif,true
Encolhimento no Smith,trapezio,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/encolhimento-no-smith.gif,true
Encolhimento pegada Fechada Barra no Cross,trapezio,barra,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/encolhimento-pegada-fechada-barra-no-cross.gif,true
Arnold Dips Maschine,triceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/arnold-dips-maschine.gif,true
Bench Tricep Dips,triceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/bench-tricep-dips.gif,true
Cable Tricep Overhead Extensions,triceps,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/cable-tricep-overhead-extensions.gif,true
Close Grip Bench Press Movement,triceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/close-grip-bench-press-movement.gif,true
Close Grip Lat Pulldown Standard Bar Attachment,triceps,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/close-grip-lat-pulldown-standard-bar-attachment.gif,true
Ez Bar Tricep Pushdown,triceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/ez-bar-tricep-pushdown.gif,true
Mergulho Banco,triceps,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/mergulho-banco.gif,true
Overhead Cable Tricep Extension,triceps,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/overhead-cable-tricep-extension.gif,true
Paralelas,triceps,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/paralelas.gif,true
Paralelas Graviton,triceps,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/paralelas-graviton.gif,true
Paralelas no Graviton,triceps,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/paralelas-no-graviton.gif,true
Peito na Paralela,triceps,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/peito-na-paralela.gif,true
Tricep Overhead Extensions,triceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/tricep-overhead-extensions.gif,true
Triceps,triceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps.gif,true
Triceps Apoaiado na Pareda,triceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-apoaiado-na-pareda.gif,true
Triceps Cord,triceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-cord.gif,true
Triceps Extencao de Cotovelo Unilateral,triceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-extencao-de-cotovelo-unilateral.gif,true
Triceps Extensao Unilateral,triceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-extensao-unilateral.gif,true
Triceps Fechado,triceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-fechado.gif,true
Triceps Frances,triceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-frances.gif,true
Triceps Frances Barra W,triceps,barra,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-frances-barra-w.gif,true
Triceps Frances Bilateral no Cross,triceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-frances-bilateral-no-cross.gif,true
Triceps Frances Inclinado com Halter,triceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-frances-inclinado-com-halter.gif,true
Triceps Frances Sentado,triceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-frances-sentado.gif,true
Triceps Frances Unilateral Cabo,triceps,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-frances-unilateral-cabo.gif,true
Triceps Frances Unilateral Deitado no Banco,triceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-frances-unilateral-deitado-no-banco.gif,true
Triceps Frances Unilateral Sentado,triceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-frances-unilateral-sentado.gif,true
Triceps Frances Unilateral no Corss,triceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-frances-unilateral-no-corss.gif,true
Triceps Frances com Barra,triceps,barra,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-frances-com-barra.gif,true
Triceps Frances no Cabo com Corda,triceps,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-frances-no-cabo-com-corda.gif,true
Triceps Inclinado no Cross Bilateral,triceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-inclinado-no-cross-bilateral.gif,true
Triceps Maquina,triceps,maquina,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-maquina.gif,true
Triceps Paralelo no Banco,triceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-paralelo-no-banco.gif,true
Triceps Patada Blateral com Halteres,triceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-patada-blateral-com-halteres.gif,true
Triceps Patada Unilateral com Halteres,triceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-patada-unilateral-com-halteres.gif,true
Triceps Pateda com Alteres,triceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-pateda-com-alteres.gif,true
Triceps Pulley,triceps,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-pulley.gif,true
Triceps Pulley Pronado,triceps,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-pulley-pronado.gif,true
Triceps Pulley Supinado,triceps,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-pulley-supinado.gif,true
Triceps Supinado,triceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-supinado.gif,true
Triceps Testa,triceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-testa.gif,true
Triceps Testa Incliando,triceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-testa-incliando.gif,true
Triceps Testa Inclinado,triceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-testa-inclinado.gif,true
Triceps Testa Polia Alta,triceps,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-testa-polia-alta.gif,true
Triceps Testa Supinado,triceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-testa-supinado.gif,true
Triceps Testa Unilateral,triceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-testa-unilateral.gif,true
Triceps Testa com Barra,triceps,barra,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-testa-com-barra.gif,true
Triceps Testa com Halteres,triceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-testa-com-halteres.gif,true
Triceps Testa no Cabo,triceps,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-testa-no-cabo.gif,true
Triceps Testa pegada Neutra Deitado no Banco,triceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-testa-pegada-neutra-deitado-no-banco.gif,true
Triceps Tresta com Halteres,triceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-tresta-com-halteres.gif,true
Triceps Unilateral 90g Deitado,triceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-unilateral-90g-deitado.gif,true
Triceps Unilateral Cabo Ajoelhado,triceps,polia,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-unilateral-cabo-ajoelhado.gif,true
Triceps Unilateral Deitado no Banco,triceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-unilateral-deitado-no-banco.gif,true
Triceps Unilateral pegada Supinada,triceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-unilateral-pegada-supinada.gif,true
Triceps com Halteres no Banco Reto,triceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-com-halteres-no-banco-reto.gif,true
Triceps na Paralela Maquiba,triceps,peso_corporal,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-na-paralela-maquiba.gif,true
Triceps no Aparelho Scort,triceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-no-aparelho-scort.gif,true
Triceps no Cross Barra Triangulo,triceps,barra,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-no-cross-barra-triangulo.gif,true
Triceps no Cross Deitado no Banco Reto,triceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-no-cross-deitado-no-banco-reto.gif,true
Triceps pegada Pronada Uniatres no Cross,triceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/triceps-pegada-pronada-uniatres-no-cross.gif,true
V Bar Tricep Pushdown,triceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/v-bar-tricep-pushdown.gif,true
Weighted Dips,triceps,halteres,2,https://cdn.jsdelivr.net/gh/viniciusdesimmcees-droid/vc-fisiocoach-gifs@main/gifs/weighted-dips.gif,true
